Nome da Embarcacao;Numero de Inscricao no RGP;Numero de Inscricao na Marinha do Brasil;AB;Comprimento;Propulsao;HP;Capacidade do Porao;Volume do Tanque;Tripulacao;Numero de Covos;Status;UF;Numero da Frota;Codigo IN;Petrecho;indice
ROCHA NEGRA;BA00230187;2930012951;3,3;7,4;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20463
ROCHA V;PA00217535;210995459;47;19;Motor;290;;13000;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20464
ROCHA VI;AP00230021;220095051;63;21,8;Motor;290;;6000;4;;Deferida;AP;2.04.003;2.11;2. Rede de Emalhe;20465
ROCHEDO;BA00244496;2930031069;1;6,25;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20466
ROCHEDO;SP00043478;403M2008005558;;4,3;Motor;15;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20467
ROCHEDO DE BRALTAR;BA00023860;3430033764;8,4;8,65;Vela;;;;4;110;Deferida;BA;5.01.004;5.3;5. Armadilha;20468
ROCHEDO FORTE;ES00090949;3420041527;5,6;8,5;Motor;33;;100;6;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;20469
ROCHEDO I;PR00059577;4211500058;1,5;9;Motor;18;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20470
ROCHEDO I;SP00090957;403M2001049415;;5;Motor;8;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20471
ROCHEDO II;PR00090961;4210272884;0,4;8,6;Motor;18;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20472
ROCHEDO II Z9;RJ00217831;381M2012002497;0,8;6,4;Motor;10;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20473
ROCHELLE;PA00006700;1610041372;13,6;10,7;Motor;64;;4500;6;;Deferida;PA;1.04.001;1.8;1. Linha;20474
ROCHINHA;ES00130946;3410234594;12;11,46;Motor;90;;;4;;Deferida;ES;1.01.002;1.1;1. Linha;20475
ROCK PESCADO I;PA00234227;210986191;11;10,75;Motor;49;;;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20476
ROCK PESCADO II;PA00274361;211014761;8;10;Motor;69;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;20477
ROCKY I;RN00042088;1818888963;157;34,28;Motor;400;;78200;7;;Deferida;RN;1.01.002;1.1;1. Linha;20478
RODA DE FOGO;ES00094775;3420042329;5;9,08;Motor;22;1,2;150;7;200;Deferida;ES;5.01.001;5.1;5. Armadilha;20479
RODA LIVRE;RJ00090975;3850000788;4,5;8;Motor;15;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;20480
RODA MARÉ;SP00206510;4039140117;1,6;7,2;Motor;9,5;;;;;Deferida;SP;6.03.001;6.6;6. Diversificada;20481
RODMAR III;SP00039599;4030148239;7,7;10;Motor;33;;800;2;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;20482
RODOLFO;CE00023874;1610058399;6,9;9,2;Motor;61;;4500;5;220;Deferida;CE;5.01.003;5.2;5. Armadilha;20483
RODOLFO;RN00023888;1820024555;6,3;8,5;Motor;20;;;5;200;Deferida;RN;5.01.001;5.1;5. Armadilha;20484
RODRIGO;RJ00182257;387M2001000518;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20485
RODRIGO;SC00247524;4418910000;3;9,37;Motor;25;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;20486
RODRIGO;SC00320867;4430489734;2;6,61;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20487
RODRIGO;SP00076521;4430086486;2,7;9;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20488
RODRIGO;SC00268386;441M2010003931;;7,6;Remo;;;;6;;Deferida;SC;6.08.001;6.8;6. Diversificada;20489
RODRIGO;SC00343265;441M2024005195;1;4;Remo;;;;1;;Deferida;SC;6.08.004;6.11;6. Diversificada;20490
RODRIGO E BRENDA;ES00134210;3410233636;14;11,7;Motor;120;;1500;5;;Deferida;ES;1.02.001;1.3;1. Linha;20491
RODRIGO FR;CE00148181;2010076109;12,7;11,27;Motor;76;;3400;5;300;Deferida;CE;5.01.001;5.1;5. Armadilha;20492
RODRIGO I;MA00259027;1210142031;2;7,8;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20493
RODRIGO I;RJ00137896;3870046287;5,6;11;Motor;75;;;;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;20494
RODRIGO I;CE00254457;1630043117;25;12,76;Motor;89;;;6;;Deferida;CE;1.06.003;1.12;1. Linha;20495
RODRIGO II;SP00090987;401M2004006727;;8;Motor;22;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20496
RODRIGO RAISSA;RJ00143289;386M2012001146;;4,6;Remo;;;;;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20497
RODRIGO VIII;PR00091017;4420133180;6,7;9,35;Motor;60;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20498
RODRIGO X;SC00058225;4430108901;1,4;8,52;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20499
RODRIGUES;MA00093575;1430060891;4,9;9,5;Motor;60;;;5;;Deferida;MA;3.02.001;3.4;3. Rede de Arrasto;20500
RODRIGUES;PA00183241;211001562;16;14,6;Motor;150;;;6;;Deferida;PA;1.03.004;1.5;1. Linha;20501
RODRIGUES CORREA DE ABAETE;PA00122639;210277149;13,6;12;Motor;69;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20502
RODRIGUES DUARTE;PB00023896;2010075293;3,2;7,5;Motor;25;2;700;6;160;Deferida;PB;5.01.001;5.1;5. Armadilha;20503
RODRIGUES I;CE00278731;161M2014001041;;2,54;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20504
RODRIGUES II;CE00094965;1620008106;18,4;12,1;Motor;;;;6;400;Deferida;CE;5.01.001;5.1;5. Armadilha;20505
RODRIGUES M;ES00023908;3420045522;8;9,68;Motor;33;2,2;250;6;220;Deferida;ES;5.01.001;5.1;5. Armadilha;20506
RODRIMAR;SP00122717;4030222005;4,1;8;Motor;;;;2;;Deferida;SP;2.02.001;2.2;2. Rede de Emalhe;20507
RODRYGO;AL00266894;241M2010000386;;5;Vela;;;;2;;Deferida;AL;6.03.003;6.5;6. Diversificada;20508
ROGAR;RJ00148441;387M2003000348;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20509
ROGER;SC00193296;442M2006005521;;5;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20510
ROGERINHO;ES00097741;3420050348;0,2;5,34;Remo;;;;1;;Deferida;ES;6.03.001;6.6;6. Diversificada;20511
ROGERIO;SC00053287;4410167243;2,8;8,5;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20512
ROGERIO;SC00177800;4430096481;11,2;13,24;Motor;110;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20513
ROGERIO;RN00023928;1810024901;7,5;9,2;Motor;40;;;5;220;Deferida;RN;5.01.001;5.1;5. Armadilha;20514
ROGERIO I;PE00023930;2210067171;4,6;9,8;Motor;71;;;5;200;Deferida;PE;5.01.001;5.1;5. Armadilha;20515
ROGÉRIO I;MA00211429;1210111021;2,9;8,7;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20516
ROGERIO II;RN00104329;1810037581;4;8,1;Motor;76;;;5;200;Deferida;RN;5.01.001;5.1;5. Armadilha;20517
ROG- II;RJ00131468;3830092181;0,5;6,8;;5,5;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20518
ROLA;SC00320157;4430057371;2,3;8;Remo;;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20519
ROLAO;RJ00091029;3870050161;3,2;8,5;Motor;18;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;20520
ROLO;SC00177208;4420188766;0,4;5,92;Remo;;;;5;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20521
ROMANCE;ES00008148;3420045883;8;9,54;Motor;65;1,8;200;6;200;Deferida;ES;5.01.001;5.1;5. Armadilha;20522
ROMANO 5;SC00182315;442M2007005083;;4,68;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20523
ROMANOS;CE00285150;1630046442;39;14,8;Motor;108;;;6;;Deferida;CE;1.10.001;1.17;1. Linha;20524
ROMÃO;RJ00199958;387M2011000488;;5,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20525
ROMARIO EF;CE00256217;162M2013001223;;3,17;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20526
ROMARIO I;CE00031217;161M2007001513;;4,98;Vela;;;;4;30;Deferida;CE;5.01.004;5.3;5. Armadilha;20527
ROMELITA;CE00031221;1610061764;1;6,55;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20528
ROMERIA;ES00091055;3410231510;5,5;8,65;Motor;18;;;4;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;20529
ROMEU;CE00036907;161M2006000762;;7,7;Vela;;;;3;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20530
ROMEU -IS;CE00031235;1610065646;4,8;8,6;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20531
ROMPE MAR II;RJ00122841;381M2011005011;0,27;4,2;Motor;3,5;;;4;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20532
ROMPENDO EM FÉ;RJ00121799;3813877329;1,7;8;Motor;18;;;7;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20533
ROMPENDO EM FÉ;ES00182839;3410234161;9,6;9,63;Motor;;;1500;5;;Deferida;ES;1.02.001;1.3;1. Linha;20534
ROMPENDO EM FÉ I;ES00224334;3410389172;47;16,02;Motor;320;;12000;;;Deferida;ES;1.02.001;1.3;1. Linha;20535
ROMPE NUVEM;RJ00303629;388M2017001771;0,3;6,5;Remo;;0,15;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20536
ROMULO;RN00041994;4010555645;90;22;Motor;290;;18000;5;;Deferida;RN;1.01.002;1.1;1. Linha;20537
RONALD;MA00225724;1210140489;5;10,1;Motor;69;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20538
RONALD;SC00069670;4450101308;2;8,06;Motor;11;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20539
RONALD;SC00325227;461M2015000717;;3,75;Motor;30;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;20540
RONALDO;SC00269684;442M2015003102;;5;Remo;;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20541
RONALDO ADRIANO;SC00244284;4420226676;0,3;8,2;Motor;;;;5;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;20542
RONALDO FILHO DE BRAGANÇA;PA00242778;210315792;3;7,8;Motor;15;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20543
RONALDO I;CE00104221;1610032705;13,4;10,95;Motor;33;;;4;250;Deferida;CE;5.01.001;5.1;5. Armadilha;20544
RONALDO I;SC00181267;443M2011005575;;5;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20545
RONALDO I;SE00002414;2610076762;8;10,82;Motor;90;;8910;6;;Deferida;SE;3.02.005;3.5;3. Rede de Arrasto;20546
Ronaldo II;CE00113998;1620022168;2,5;7,8;Vela;;;;3;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20547
RONALDO JUNIOR;PA00213721;211006459;;14,4;Motor;114;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;20548
RONALDO JUNIOR;PE00281674;2210140544;2,5;7,5;Motor;15;;;3;;Deferida;PE;6.03.003;6.5;6. Diversificada;20549
RONALDO X;SE00213285;2610108281;9;11;Motor;120;;8000;6;;Deferida;SE;3.02.005;3.5;3. Rede de Arrasto;20550
RONARA;CE00031247;1610063643;1,5;6,5;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20551
RONCA;SP00309499;4030217460;1,98;8;Motor;18;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20552
RONCADOR;ES00128839;3410236627;21,6;12,5;Motor;120;;;8;;Deferida;ES;1.01.001;1.2;1. Linha;20553
RONCADOR;PR00291277;421M2015002697;;5,5;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20554
RONCO DO MAR;CE00023944;1610060458;1;5,42;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;20555
RONCO DO MAR;CE00036911;161M2006000223;;5,4;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;20556
RONCO DO MAR II;CE00033375;161M2007003567;;4,45;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;20557
RONDOMAR;PA00152486;210277122;;8;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20558
RONDONIA;RJ00091087;4010236353;3,2;9,3;Motor;60;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;20559
RONDONIA B;SC00268728;4430481628;1,2;9;Remo;;;;;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;20560
RONDONIA I;RJ00236767;4030126782;3,4;8;Motor;115;;;2;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;20561
RONE;CE00308725;1610058437;0,4;6,1;Vela;;;;2;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20562
RONEGA;ES00091091;3420031726;2;7;Motor;11;;;3;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;20563
RONI;SC00162725;4418893032;0,6;5,7;Motor;5;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20564
RONI;SC00010597;4010555556;82;21,94;Motor;300;;30000;4;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;20565
RONIEZIO II;RN00262114;181M2011000873;0,6;5,11;Vela;;;;3;60;Deferida;RN;5.01.001;5.1;5. Armadilha;20566
RONI III;CE00262600;161M2012001891;;4,35;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20567
RONOEL LOPES;PR00289400;421M2008002701;;5;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20568
RONY FILHO;MA00275181;1210143003;;7,3;Motor;;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20569
ROQUE II;SC00308261;4451117771;0,5;5,17;Motor;5;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20570
ROQUE SANTEIRO III;AL00222158;2410149723;10;11;Motor;20;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20571
ROQUE SANTEIRO V;AL00277101;2412230854;1;12;Motor;80;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20572
RORAIMA;SC00296781;4450058321;0,8;8,5;Remo;;;;5;;Deferida;SC;6.08.001;6.8;6. Diversificada;20573
RORAIMA;SC00091125;4410134990;0,8;8,6;Motor;11;0,9;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20574
ROSA;SC00233027;442M2004002661;;5;Motor;;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20575
ROSA;SP00278959;401M2013020363;;5;Remo;;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;20576
ROSA;PR00291827;4215525501;;5,62;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20577
ROSA;SC00178860;4418890653;1;8;Motor;18;;18;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20578
ROSA;SC00236317;4420231556;1,6;7,2;Motor;18;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20579
ROSA;SC00306477;441M2017003923;1;6,34;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20580
ROSA;SC00336456;443M2021005613;1;4,57;Motor;3,3;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20581
ROSA BRANCA;SP00156200;4040055772;1,92;8;Motor;18;;;3;;Deferida;SP;6.03.001;6.6;6. Diversificada;20582
ROSA BRANCA;RJ00146649;387M2010002898;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20583
ROSA BRANCA;PB00023966;2210137721;2,2;6,8;Motor;36;9;100;6;140;Deferida;PB;5.01.001;5.1;5. Armadilha;20584
ROSA BRANCA;RJ00345475;386M2023000522;;5,85;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20585
ROSA BRANCA G;CE00023958;1630033766;3,9;8,61;Motor;;;;6;200;Deferida;CE;5.01.004;5.3;5. Armadilha;20586
ROSA BRANCA I;SC00011429;4430099871;86;20,5;Motor;300;;20000;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20587
ROSA BRANCA MAR;CE00034817;1630018741;1,3;7,15;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20588
ROSA DALIA M;CE00023978;1630016560;1,7;7;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20589
ROSADALVA;BA00250917;2930020903;1,8;7,7;Motor;;;;3;;Deferida;BA;1.06.003;1.12;1. Linha;20590
ROSA DE OURO;ES00189561;3420028806;1,1;6,1;Motor;120;;;3;;Deferida;ES;1.06.001;1.14;1. Linha;20591
ROSA DE SAROM;SC00207964;4410170708;3,6;7,68;Motor;11;2,3;18;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20592
ROSA DE SARON;ES00151940;3420045701;2,5;7,5;Motor;18;;;4;;Deferida;ES;1.09.004;1.11;1. Linha;20593
ROSA DE SARON;BA00214517;2930056339;7;8;Motor;18;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20594
ROSA DE SARON;ES00175506;3420044429;4,3;8;Motor;18;;;6;;Deferida;ES;3.02.005;3.5;3. Rede de Arrasto;20595
ROSA DE SARON;SC00252751;4215525446;1;8,9;Motor;18;;;1;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;20596
ROSA DE SARON;RJ00045794;3830081944;0,9;6,66;Motor;7,5;;;3;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20597
ROSA DE SARON;SP00215647;4039140168;1,9;7,4;Motor;18;;;;;Deferida;SP;6.03.001;6.6;6. Diversificada;20598
ROSA DE SARON;SC00318898;4418922661;0,1;5,15;Motor;7,5;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20599
ROSA DE SARON;SC00322907;4420237970;1,6;8;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20600
ROSA DE SARON;PR00163557;4211499351;1,3;8;Motor;9;;;3;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20601
ROSA DE SARON I;MA00198738;1210121565;3;8,08;Motor;18;;;3;;Deferida;MA;2.00.000;null;2. Rede de Emalhe;20602
ROSA DE SARON I;MA00198020;1210127342;3,4;7,95;Motor;18;;;2;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20603
ROSA DE SARON I;ES00108655;3410237950;25,4;14,05;Motor;120;;;11;;Deferida;ES;1.01.002;1.1;1. Linha;20604
ROSA DE SARON II;ES00134738;3410232524;19,2;12,5;Motor;;;;7;;Deferida;ES;1.02.001;1.3;1. Linha;20605
ROSA DE SARON II;SP00091149;4030085504;0,6;5,5;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20606
ROSA DE SARON L;SP00083778;4010450037;27;14,9;Motor;190;26,17;7000;4;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20607
ROSA DO MAR;RS00039397;4650011248;17;14,07;Motor;110;;1600;4;;Deferida;RS;2.08.001;2.13;2. Rede de Emalhe;20608
ROSA DO MAR;RN00273877;1818892782;2;6,8;Motor;25;;;;;Deferida;RN;2.02.002;2.5;2. Rede de Emalhe;20609
ROSA DO MAR II;SP00005226;4430074291;1,98;8,5;Motor;45;;400;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20610
ROSA DO MAR III;CE00034821;1630031585;1,4;7,9;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20611
ROSA DOS VENTOS;BA00211057;2930022680;4,5;9,6;Motor;22;;;5;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20612
ROSA DOS VENTOS;SC00175998;4420197382;0,5;6,8;Motor;11;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20613
ROSA DOS VENTOS;PE00023980;2210134935;4,3;8;Motor;;;;5;160;Deferida;PE;5.01.001;5.1;5. Armadilha;20614
ROSA DOS VENTOS 2;CE00257107;1610066464;3,5;8,41;Vela;;;;5;;Deferida;CE;1.03.005;1.6;1. Linha;20615
ROSA HELENA;SC00300947;4418915303;1;9,7;Remo;;;;2;;Deferida;SC;6.08.003;6.10;6. Diversificada;20616
ROSÁLIA DO MAR;CE00244528;1630045560;3;9,3;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20617
ROSA LIMA;CE00277697;1630037524;1,3;6,7;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20618
ROSALINA;SC00196718;442M2011004010;;4,8;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20619
Rosalina I;ES00110096;3420042825;3,3;7,5;Motor;18;;50;4;;Deferida;ES;1.06.001;1.14;1. Linha;20620
Rosalinda;MA00128587;1210112817;2;6,42;Motor;11;;18;2;;Deferida;MA;2.00.000;null;2. Rede de Emalhe;20621
ROSA LINDA DO RIO;CE00263038;1630039292;3,4;9,29;Vela;;;;5;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20622
ROSALINO;SC00332416;4451120501;;7,26;Motor;40;;;4;;Deferida;SC;6.08.004;6.11;6. Diversificada;20623
ROSA LOURENÇO;CE00022730;1610031695;17;12,6;Motor;96;;8056;7;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20624
ROSA MALENA;SC00227468;4410442325;;6,67;Remo;;;;4;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20625
ROSA MAR;SC00192370;442M2010000111;;5,74;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20626
ROSA MAR I;SC00155754;4430476403;9;9,3;Motor;90;;;3;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20627
ROSA MAR I;SC00188387;4450087101;0,5;6,16;Remo;;0,7;;4;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20628
ROSA MARIA;SC00190040;4430069778;;8;;;;;;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20629
ROSA MARIA;SC00167451;441M2008000908;;6;Motor;4;;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20630
ROSA MARIA;RJ00244720;3810119881;1,9;6;Motor;30;;;2;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;20631
ROSA MARIA;SC00166511;4410136704;0,7;7,45;Remo;;;;2;;Deferida;SC;6.08.001;6.8;6. Diversificada;20632
ROSA MARIA A;SC00010617;4010555441;44;18;Motor;290;;20000;4;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;20633
ROSA MARIA I;PE00279741;2210143292;1;9,5;Motor;22;;;;;Deferida;PE;1.07.001;1.15;1. Linha;20634
ROSA MARIA II;SC00295615;4450097335;0,5;5,82;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20635
ROSA MARIA III;MA00255537;1210110270;;7,7;Motor;;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20636
ROSA MARIA S;SC00009526;3810205184;78;20,4;Motor;270;;29000;6;;Deferida;SC;3.03.001;3.6;3. Rede de Arrasto;20637
ROSA MARIA VG;CE00031259;1620006782;1,8;6,4;Vela;;;100;5;80;Deferida;CE;5.01.003;5.2;5. Armadilha;20638
ROSA MAR II;MA00001644;1630041734;14,2;11,3;Motor;60;;;5;;Deferida;MA;3.02.001;3.4;3. Rede de Arrasto;20639
ROSA MAR II;SP00091157;4040113560;0,49;7,5;Motor;22;;;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20640
ROSA MAR II;SC00340961;442M2016004401;1,99;5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20641
ROSAMAR II;CE00031267;1820023150;3;8;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20642
ROSA MILI;CE00307491;1630047066;15;10,73;Motor;108;;;5;;Deferida;CE;1.03.005;1.6;1. Linha;20643
ROSA MISTICA;SC00069704;4430114030;2,3;9,12;Motor;18;;15;;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20644
ROSA MISTICA;PE00033387;221M2001010114;;5;Vela;;;;3;30;Deferida;PE;5.01.004;5.3;5. Armadilha;20645
ROSA MISTICA;CE00102309;1620017946;6,7;10,34;Motor;;;;5;250;Deferida;CE;5.01.001;5.1;5. Armadilha;20646
ROSA MISTICA F;RS00170246;4430476977;132;25,85;Motor;325;;12000;5;;Deferida;RS;2.04.001;2.4;2. Rede de Emalhe;20647
ROSA MISTICA I;SC00261760;4430487219;1;6;Motor;10;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20648
ROSA MISTICA M;SC00008868;3820085718;89;23,85;Motor;300;;20000;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20649
ROSANA;RJ00137536;3840027675;1,71;9;Remo;;;;1;;Deferida;RJ;1.06.001;1.14;1. Linha;20650
ROSANA;SC00332106;4451120578;1;8,3;Remo;;;;2;;Deferida;SC;6.08.004;6.11;6. Diversificada;20651
ROSANA CRISTINA;CE00026628;1620021757;8;9,6;Motor;;;;5;220;Deferida;CE;5.01.003;5.2;5. Armadilha;20652
ROSANA II;SP00123137;401M2001168654;;5;Motor;15;;;3;;Deferida;SP;6.03.001;6.6;6. Diversificada;20653
ROSANE;SC00160875;442M2005003421;;5,5;Motor;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20654
ROSANE;BA00266654;2930057688;2;8,5;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20655
ROSANE;PR00291467;421M2006005491;;5,7;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20656
ROSANE;RN00031271;1810049075;1,3;6,4;Motor;18;;;3;140;Deferida;RN;5.01.005;5.4;5. Armadilha;20657
ROSANE I;BA00266668;2930055847;5,4;9,15;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20658
ROSANE II;BA00266688;2930058030;4;7,7;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20659
ROSANE III;BA00243746;2930024615;4,3;8,4;Motor;;;;3;;Deferida;BA;1.06.003;1.12;1. Linha;20660
ROSANE IV;BA00266708;2930058013;5;8,3;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20661
ROSANGELA;SC00253725;4410142003;0,2;5,84;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20662
ROSANGELA I;CE00023994;1620018527;1,7;6,5;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20663
ROSANGELA III;CE00024008;1620004640;1;5,85;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;20664
